"","FECHA","HORA","CO","CO2","NO","NO2","NOX","O3"
"2886","01/05/2021",6,0.89,1,47,35,82,3
"2887","01/05/2021",7,0.86,1,50,35,85,3
"2888","01/05/2021",8,0.58,2,37,34,71,9
"2889","01/05/2021",9,0.59,2,21,37,58,22
"2890","01/05/2021",10,0.41,1,6,26,32,50
"2891","01/05/2021",11,0.26,1,2,17,19,75
"2892","01/05/2021",12,0.2,0,0,14,14,80
"2893","01/05/2021",13,0.21,0,0,12,12,92
"2894","01/05/2021",14,0.12,0,0,12,11,81
"2895","01/05/2021",15,0.05,1,0,10,10,63
"2896","01/05/2021",16,0.03,0,0,8,9,59
"2897","01/05/2021",17,0.17,0,1,15,16,65
"2898","01/05/2021",18,0.05,0,0,11,11,51
"2899","01/05/2021",19,0.12,0,0,13,13,51
"2900","01/05/2021",20,0.07,0,0,11,10,52
"2901","01/05/2021",21,0.1,0,0,13,12,46
"2902","01/05/2021",22,0.11,0,0,14,13,43
"2903","01/05/2021",23,0.09,0,0,12,11,43
"2908","02/05/2021",4,0.12,1,0,7,7,41
"2909","02/05/2021",5,0.23,1,0,13,12,32
"2910","02/05/2021",6,0.4,1,3,24,27,18
"2911","02/05/2021",7,0.58,1,12,32,44,8
"2912","02/05/2021",8,0.62,1,14,29,43,12
"2913","02/05/2021",9,0.62,1,13,29,42,21
"2914","02/05/2021",10,0.5,1,8,25,33,42
"2915","02/05/2021",11,0.5,1,3,23,27,65
"2916","02/05/2021",12,0.36,1,1,15,16,82
"2917","02/05/2021",13,0.32,1,0,14,14,97
"2918","02/05/2021",14,0.29,1,0,11,11,103
"2919","02/05/2021",15,0.39,1,0,13,12,95
"2920","02/05/2021",16,0.34,0,0,14,13,82
"2921","02/05/2021",17,0.26,0,1,15,17,50
"2922","02/05/2021",18,0.36,0,2,19,21,38
"2923","02/05/2021",19,0.24,0,1,18,19,33
"2924","02/05/2021",20,0.2,0,0,15,15,33
"2925","02/05/2021",21,0.16,0,0,17,17,29
"2926","02/05/2021",22,0.1,0,0,14,14,30
"2927","02/05/2021",23,0.16,0,0,20,21,24
"2928","02/05/2021",24,0.25,0,5,28,33,14
"2929","03/05/2021",1,0.27,1,30,35,65,7
"2930","03/05/2021",2,0.25,1,46,32,79,8
"2931","03/05/2021",3,0.24,1,22,35,57,5
"2932","03/05/2021",4,0.53,1,76,38,115,4
"2933","03/05/2021",5,0.54,1,49,36,85,7
"2934","03/05/2021",6,0.95,2,95,38,133,3
"2935","03/05/2021",7,1.43,3,137,40,177,3
"2936","03/05/2021",8,1.32,3,105,44,149,6
"2937","03/05/2021",9,0.47,1,13,26,38,29
"2938","03/05/2021",10,0.51,1,9,27,36,45
"2939","03/05/2021",11,0.41,0,3,20,24,61
"2940","03/05/2021",12,0.28,0,1,15,17,74
"2941","03/05/2021",13,0.25,0,1,14,15,78
"2942","03/05/2021",14,0.21,0,0,12,12,75
"2943","03/05/2021",15,0.34,0,0,14,14,74
"2944","03/05/2021",16,0.34,1,1,15,16,70
"2945","03/05/2021",17,0.21,1,0,11,12,60
"2946","03/05/2021",18,0.12,1,0,10,10,51
"2947","03/05/2021",19,0.19,1,0,13,13,46
"2948","03/05/2021",20,0.31,0,0,21,21,34
"2949","03/05/2021",21,0.38,0,1,25,26,23
"2950","03/05/2021",22,0.25,0,2,19,21,23
"2951","03/05/2021",23,0.17,0,1,11,12,32
"2952","03/05/2021",24,0.16,0,1,18,19,26
"2953","04/05/2021",1,0.23,0,14,26,41,16
"2954","04/05/2021",2,0.33,1,60,37,96,5
"2955","04/05/2021",3,0.3,1,33,35,68,4
"2956","04/05/2021",4,0.42,1,83,35,119,4
"2957","04/05/2021",5,0.84,3,139,37,176,3
"2958","04/05/2021",6,0.67,1,47,37,84,3
"2959","04/05/2021",7,0.76,1,50,38,88,4
"2960","04/05/2021",8,0.63,1,35,34,68,11
"2961","04/05/2021",9,0.46,1,15,29,44,26
"2962","04/05/2021",10,0.41,1,7,26,33,43
"2963","04/05/2021",11,0.38,1,5,25,30,61
"2964","04/05/2021",12,0.34,0,2,20,22,80
"2965","04/05/2021",13,0.33,1,0,17,17,96
"2966","04/05/2021",14,0.28,1,0,13,13,98
"2967","04/05/2021",15,0.23,1,0,13,13,95
"2968","04/05/2021",16,0.2,1,0,12,12,89
"2969","04/05/2021",17,0.3,1,0,19,19,70
"2970","04/05/2021",18,0.36,1,0,19,19,64
"2971","04/05/2021",19,0.49,1,0,24,24,51
"2972","04/05/2021",20,0.25,1,0,16,15,61
"2973","04/05/2021",21,0.31,1,0,22,21,54
"2974","04/05/2021",22,0.28,1,0,27,27,47
"2975","04/05/2021",23,0.25,1,0,24,24,49
"2976","04/05/2021",24,0.19,1,0,19,18,50
"2977","05/05/2021",1,0.16,1,0,14,13,55
"2978","05/05/2021",2,0.16,1,0,14,13,54
"2979","05/05/2021",3,0.18,1,2,20,22,44
"2980","05/05/2021",4,0.15,2,1,15,16,49
"2981","05/05/2021",5,0.2,4,3,18,21,44
"2982","05/05/2021",6,0.26,3,3,26,29,35
"2983","05/05/2021",7,0.32,3,2,25,27,35
"2984","05/05/2021",8,0.44,3,6,29,35,32
"2985","05/05/2021",9,0.36,3,5,22,27,44
"2986","05/05/2021",10,0.37,2,5,23,28,53
"2987","05/05/2021",11,0.34,2,4,25,28,67
"2988","05/05/2021",12,0.35,2,1,20,21,92
"2989","05/05/2021",13,0.36,1,0,16,15,111
"2990","05/05/2021",14,0.28,1,0,14,13,102
"2991","05/05/2021",15,0.3,1,0,19,19,80
"2992","05/05/2021",16,0.3,1,2,18,20,61
"2993","05/05/2021",17,0.31,1,1,21,23,52
"2994","05/05/2021",18,0.15,0,1,14,14,49
"2995","05/05/2021",19,0.1,0,0,10,9,44
"2996","05/05/2021",20,0.15,0,1,16,17,36
"2997","05/05/2021",21,0.23,0,3,22,25,27
"2998","05/05/2021",22,0.21,0,1,20,21,27
"2999","05/05/2021",23,0.17,0,3,20,23,23
"3000","05/05/2021",24,0.23,0,0,22,22,22
"3001","06/05/2021",1,0.25,0,10,29,39,11
"3002","06/05/2021",2,0.23,0,5,26,31,12
"3003","06/05/2021",3,0.16,0,15,23,38,9
"3004","06/05/2021",4,0.14,0,19,28,47,8
"3005","06/05/2021",5,0.32,1,30,30,60,7
"3006","06/05/2021",6,0.23,0,16,23,39,8
"3007","06/05/2021",7,0.36,0,16,25,40,6
"3008","06/05/2021",8,0.41,1,16,27,44,12
"3009","06/05/2021",9,0.36,1,11,25,36,21
"3010","06/05/2021",10,0.36,1,9,24,33,32
"3011","06/05/2021",11,0.33,1,7,24,31,41
"3012","06/05/2021",12,0.29,1,4,20,23,67
"3013","06/05/2021",13,0.22,1,1,14,14,83
"3014","06/05/2021",14,0.22,1,1,13,14,86
"3015","06/05/2021",15,0.17,0,1,12,12,77
"3016","06/05/2021",16,0.17,0,1,12,13,70
"3017","06/05/2021",17,0.16,0,2,13,14,61
"3018","06/05/2021",18,0.14,0,1,13,14,55
"3019","06/05/2021",19,0.18,0,1,14,15,46
"3020","06/05/2021",20,0.19,0,1,16,16,39
"3021","06/05/2021",21,0.18,0,1,18,19,34
"3022","06/05/2021",22,0.12,0,1,14,15,33
"3023","06/05/2021",23,0.1,0,3,19,22,25
"3024","06/05/2021",24,0.03,1,1,13,13,30
"3025","07/05/2021",1,0.03,1,1,13,14,29
"3026","07/05/2021",2,0.03,1,0,11,12,31
"3027","07/05/2021",3,0.03,1,2,15,18,26
"3028","07/05/2021",4,0.05,1,6,21,27,20
"3029","07/05/2021",5,0.1,1,8,24,32,16
"3030","07/05/2021",6,0.19,1,13,31,44,11
"3031","07/05/2021",7,0.37,2,22,37,59,6
"3032","07/05/2021",8,0.4,2,25,31,56,14
"3033","07/05/2021",9,0.23,1,8,17,25,31
"3034","07/05/2021",10,0.28,1,9,23,32,31
"3035","07/05/2021",11,0.22,1,6,18,24,45
"3036","07/05/2021",12,0.24,1,3,16,19,59
"3037","07/05/2021",13,0.19,1,1,13,14,72
"3038","07/05/2021",14,0.16,0,0,12,13,83
"3039","07/05/2021",15,0.17,1,1,14,15,80
"3040","07/05/2021",16,0.14,0,1,12,13,70
"3052","08/05/2021",4,0.09,7,6,18,25,17
"3053","08/05/2021",5,0.19,6,6,19,26,15
"3054","08/05/2021",6,0.46,4,31,27,59,7
"3055","08/05/2021",7,0.42,4,38,26,64,8
"3056","08/05/2021",8,0.47,9,27,28,55,9
"3057","08/05/2021",9,0.68,18,33,35,67,12
"3058","08/05/2021",10,0.68,17,20,35,55,27
"3059","08/05/2021",11,0.5,12,8,31,39,51
"3060","08/05/2021",12,0.4,9,3,26,30,77
"3061","08/05/2021",13,0.32,5,2,21,23,89
"3062","08/05/2021",14,0.24,2,1,16,17,81
"3063","08/05/2021",15,0.2,2,0,10,10,81
"3064","08/05/2021",16,0.18,2,0,17,17,75
"3065","08/05/2021",17,0.2,4,0,16,16,76
"3066","08/05/2021",18,0.23,7,0,18,18,69
"3067","08/05/2021",19,0.24,2,0,19,18,64
"3068","08/05/2021",20,0.26,1,0,21,20,57
"3069","08/05/2021",21,0.2,1,0,18,18,55
"3070","08/05/2021",22,0.25,2,0,25,25,40
"3071","08/05/2021",23,0.2,1,0,20,19,42
"3072","08/05/2021",24,0.22,2,0,23,22,36
"3073","09/05/2021",1,0.28,2,1,35,36,23
"3074","09/05/2021",2,0.32,2,4,31,35,22
"3075","09/05/2021",3,0.19,1,0,18,18,31
"3076","09/05/2021",4,0.21,1,2,23,25,25
"3077","09/05/2021",5,0.45,1,8,31,39,15
"3078","09/05/2021",6,0.62,1,16,35,51,12
"3079","09/05/2021",7,0.46,1,14,31,45,13
"3080","09/05/2021",8,0.39,2,7,25,32,24
"3081","09/05/2021",9,0.54,2,9,31,40,33
"3082","09/05/2021",10,0.42,2,4,23,27,56
"3083","09/05/2021",11,0.48,2,2,24,26,81
"3084","09/05/2021",12,0.41,2,1,20,21,97
"3085","09/05/2021",13,0.25,2,0,12,12,98
"3086","09/05/2021",14,0.38,2,0,16,16,114
"3087","09/05/2021",15,0.41,2,0,18,17,87
"3088","09/05/2021",16,0.36,1,0,19,19,62
"3089","09/05/2021",17,0.38,1,0,27,27,55
"3090","09/05/2021",18,0.44,1,0,32,33,45
"3091","09/05/2021",19,0.36,1,0,26,26,45
"3092","09/05/2021",20,0.28,1,0,19,19,51
"3093","09/05/2021",21,0.16,1,0,12,12,50
"3094","09/05/2021",22,0.11,0,0,9,9,44
"3095","09/05/2021",23,0.12,0,1,14,15,34
"3096","09/05/2021",24,0.25,0,0,22,22,27
"3097","10/05/2021",1,0.17,0,0,14,14,34
"3098","10/05/2021",2,0.11,0,2,15,16,27
"3099","10/05/2021",3,0.07,0,1,13,14,29
"3100","10/05/2021",4,0.15,0,1,16,17,21
"3101","10/05/2021",5,0.35,1,14,22,36,18
"3102","10/05/2021",6,0.68,1,34,34,69,7
"3103","10/05/2021",7,0.59,2,51,28,79,5
"3104","10/05/2021",8,0.93,4,77,32,109,5
"3105","10/05/2021",9,0.36,4,10,20,29,30
"3106","10/05/2021",10,0.3,2,6,21,28,44
"3107","10/05/2021",11,0.33,9,5,24,29,58
"3108","10/05/2021",12,0.39,15,4,29,34,66
"3109","10/05/2021",13,0.44,10,2,27,29,89
"3110","10/05/2021",14,0.47,5,0,22,23,120
"3111","10/05/2021",15,0.38,3,0,17,16,135
"3112","10/05/2021",16,0.51,2,0,26,26,112
"3113","10/05/2021",17,0.36,2,0,20,20,109
"3114","10/05/2021",18,0.34,1,0,21,21,82
"3115","10/05/2021",19,0.23,1,0,17,16,59
"3116","10/05/2021",20,0.18,1,0,14,14,54
"3117","10/05/2021",21,0.14,5,0,14,13,51
"3118","10/05/2021",22,0.09,2,0,11,11,47
"3119","10/05/2021",23,0.06,3,0,11,11,45
"3120","10/05/2021",24,0.04,4,0,8,8,47
"3121","11/05/2021",1,0.04,4,0,13,13,40
"3122","11/05/2021",2,0.05,4,2,19,21,32
"3123","11/05/2021",3,0.06,6,2,19,20,30
"3124","11/05/2021",4,0.12,7,9,26,35,20
"3125","11/05/2021",5,0.35,6,21,32,52,12
"3126","11/05/2021",6,0.49,5,57,38,94,7
"3127","11/05/2021",7,0.56,5,23,34,57,6
"3128","11/05/2021",8,0.73,8,43,33,75,7
"3129","11/05/2021",9,0.65,9,29,43,72,10
"3130","11/05/2021",10,0.71,7,24,41,65,21
"3131","11/05/2021",11,0.6,3,12,38,50,46
"3132","11/05/2021",12,0.39,2,3,23,26,75
"3133","11/05/2021",13,0.43,1,1,21,22,96
"3134","11/05/2021",14,0.31,1,0,16,17,83
"3135","11/05/2021",15,0.25,1,1,18,19,59
"3136","11/05/2021",16,0.17,1,2,17,18,52
"3137","11/05/2021",17,0.25,1,1,19,20,57
"3138","11/05/2021",18,0.21,1,0,17,18,52
"3139","11/05/2021",19,0.49,1,6,37,43,23
"3140","11/05/2021",20,0.3,1,1,24,25,38
"3141","11/05/2021",21,0.27,0,0,21,21,38
"3142","11/05/2021",22,0.33,1,0,23,23,35
"3143","11/05/2021",23,0.27,1,3,24,27,28
"3144","11/05/2021",24,0.14,1,1,20,21,31
"3145","12/05/2021",1,0.13,1,0,16,16,31
"3146","12/05/2021",2,0.19,1,24,29,54,15
"3147","12/05/2021",3,0.2,1,33,42,75,7
"3148","12/05/2021",4,0.24,1,40,37,77,4
"3149","12/05/2021",5,0.39,1,23,32,55,4
"3150","12/05/2021",6,1.01,2,128,35,162,3
"3151","12/05/2021",7,1.01,2,92,33,125,3
"3152","12/05/2021",8,0.77,2,35,41,76,9
"3153","12/05/2021",9,0.9,2,34,48,82,19
"3154","12/05/2021",10,0.63,1,14,40,53,41
"3155","12/05/2021",11,0.47,1,6,30,37,62
"3156","12/05/2021",12,0.36,1,4,26,29,73
"3157","12/05/2021",13,0.39,2,1,25,26,105
"3158","12/05/2021",14,0.42,2,0,22,21,128
"3159","12/05/2021",15,0.35,1,0,23,23,107
"3160","12/05/2021",16,0.14,1,1,15,16,65
"3161","12/05/2021",17,0.17,2,1,19,20,51
"3162","12/05/2021",18,0.19,8,1,19,20,49
"3163","12/05/2021",19,0.19,1,2,16,18,30
"3164","12/05/2021",20,0.16,0,1,18,19,22
"3165","12/05/2021",21,0.17,0,3,24,26,16
"3166","12/05/2021",22,0.15,0,2,20,22,19
"3167","12/05/2021",23,0.06,0,2,14,15,25
"3168","12/05/2021",24,0.03,0,0,11,11,26
"3169","13/05/2021",1,0.02,0,1,11,12,23
"3170","13/05/2021",2,0.01,0,0,12,13,26
"3171","13/05/2021",3,0.04,0,6,18,24,17
"3172","13/05/2021",4,0.13,0,14,27,41,7
"3173","13/05/2021",5,0.21,0,18,31,49,6
"3174","13/05/2021",6,0.28,1,22,34,57,4
"3175","13/05/2021",7,0.38,1,25,32,58,5
"3176","13/05/2021",8,0.35,1,14,24,38,12
"3177","13/05/2021",9,0.45,2,23,28,52,15
"3178","13/05/2021",10,0.36,2,14,27,41,22
"3179","13/05/2021",11,0.36,2,14,26,40,24
"3180","13/05/2021",12,0.26,1,7,19,26,32
"3181","13/05/2021",13,0.19,1,7,16,23,36
"3182","13/05/2021",14,0.15,1,4,15,19,42
"3183","13/05/2021",15,0.22,1,4,20,24,37
"3184","13/05/2021",16,0.28,1,4,19,24,32
"3185","13/05/2021",17,0.19,1,5,17,21,32
"3186","13/05/2021",18,0.2,0,4,17,21,29
"3187","13/05/2021",19,0.17,0,2,15,17,28
