"","newCol","tsDataF.NO2"
"2596","11/04/2021 02",51.5047978621496
"2597","11/04/2021 03",39
"2598","11/04/2021 04",41
"2599","11/04/2021 05",43
"2600","11/04/2021 06",43
"2601","11/04/2021 07",46
"2602","11/04/2021 08",36
"2603","11/04/2021 09",34
"2604","11/04/2021 10",28
"2605","11/04/2021 11",25
"2606","11/04/2021 12",22
"2607","11/04/2021 13",15
"2608","11/04/2021 14",14
"2609","11/04/2021 15",13
"2610","11/04/2021 16",11
"2611","11/04/2021 17",11
"2612","11/04/2021 18",12
"2613","11/04/2021 19",13
"2614","11/04/2021 20",19
"2615","11/04/2021 21",18
"2616","11/04/2021 22",16
"2617","11/04/2021 23",13
"2618","11/04/2021 24",12
"2619","11/05/2021 01",13
"2620","11/05/2021 02",19
"2621","11/05/2021 03",19
"2622","11/05/2021 04",26
"2623","11/05/2021 05",32
"2624","11/05/2021 06",38
"2625","11/05/2021 07",34
"2626","11/05/2021 08",33
"2627","11/05/2021 09",43
"2628","11/05/2021 10",41
"2629","11/05/2021 11",38
"2630","11/05/2021 12",23
"2631","11/05/2021 13",21
"2632","11/05/2021 14",16
"2633","11/05/2021 15",18
"2634","11/05/2021 16",17
"2635","11/05/2021 17",19
"2636","11/05/2021 18",17
"2637","11/05/2021 19",37
"2638","11/05/2021 20",24
"2639","11/05/2021 21",21
"2640","11/05/2021 22",23
"2641","11/05/2021 23",24
"2642","11/05/2021 24",20
"2643","11/06/2021 01",21
"2644","11/06/2021 02",16
"2645","11/06/2021 03",15
"2646","11/06/2021 04",15
"2647","11/06/2021 05",26
"2648","11/06/2021 06",34
"2649","11/06/2021 07",35
"2650","11/06/2021 08",24
"2651","11/06/2021 09",16
"2652","11/06/2021 10",18
"2653","11/06/2021 11",20
"2654","11/06/2021 12",27
"2655","11/06/2021 13",34
"2656","11/06/2021 14",29
"2657","11/06/2021 15",23
"2658","11/06/2021 16",28
"2659","11/06/2021 17",38
"2660","11/06/2021 18",29
"2661","11/06/2021 19",27
"2662","11/06/2021 20",35
"2663","11/06/2021 21",29
"2664","11/06/2021 22",25
"2665","11/06/2021 23",25
"2666","11/06/2021 24",25
"2667","11/08/2021 01",14
"2668","11/08/2021 02",18
"2669","11/08/2021 03",14
"2670","11/08/2021 04",20
"2671","11/08/2021 05",18
"2672","11/08/2021 06",23
"2673","11/08/2021 07",24
"2674","11/08/2021 08",26
"2675","11/08/2021 09",23
"2676","11/08/2021 10",24
"2677","11/08/2021 11",24
"2678","11/08/2021 12",22
"2679","11/08/2021 13",20
"2680","11/08/2021 14",22
"2681","11/08/2021 15",20
"2682","11/08/2021 16",19
"2683","11/08/2021 17",21
"2684","11/08/2021 18",23
"2685","11/08/2021 19",25
"2686","11/08/2021 20",25
"2687","11/08/2021 21",27
"2688","11/08/2021 22",21
"2689","11/08/2021 23",19
"2690","11/08/2021 24",12
"2691","11/09/2021 04",12
"2692","11/09/2021 05",16
"2693","11/09/2021 06",21
"2694","11/09/2021 07",30
"2695","11/09/2021 08",19
"2696","11/09/2021 09",13
"2697","11/09/2021 10",17
"2698","11/09/2021 11",11
"2699","11/09/2021 12",11
"2700","11/09/2021 13",14
"2701","11/09/2021 14",13
"2702","11/09/2021 15",15
"2703","11/09/2021 16",16
"2704","11/09/2021 17",16
"2705","11/09/2021 18",17
"2706","11/09/2021 19",17
"2707","11/09/2021 20",17
"2708","11/09/2021 21",12
"2709","11/09/2021 22",14
"2710","11/09/2021 23",16
"2711","11/09/2021 24",12
"2712","11/10/2021 04",25
"2713","11/10/2021 05",25
"2714","11/10/2021 06",26
"2715","11/10/2021 07",25
"2716","11/10/2021 08",28
"2717","11/10/2021 09",34
"2718","11/10/2021 10",39
"2719","11/10/2021 11",31
"2720","11/10/2021 12",34
"2721","11/10/2021 13",31
"2722","11/10/2021 14",20
"2723","11/10/2021 15",16
"2724","11/10/2021 16",13
"2725","11/10/2021 17",18
"2726","11/10/2021 18",30
"2727","11/10/2021 19",23
"2728","11/10/2021 20",12
"2729","11/10/2021 21",15
"2730","11/10/2021 22",18
"2731","11/10/2021 23",16
"2732","11/10/2021 24",24
"2733","11/12/2021 01",51.5047978621496
"2734","11/12/2021 02",51.5047978621496
"2735","11/12/2021 03",51.5047978621496
"2736","11/12/2021 04",51.5047978621496
"2737","11/12/2021 05",51.5047978621496
"2738","11/12/2021 06",51.5047978621496
"2739","11/12/2021 07",51.5047978621496
"2740","11/12/2021 08",48
"2741","11/12/2021 09",51.5047978621496
"2742","11/12/2021 10",51.5047978621496
"2743","11/12/2021 11",51.5047978621496
"2744","11/12/2021 12",45
"2745","11/12/2021 13",31
"2746","11/12/2021 14",30
"2747","11/12/2021 15",32
"2748","11/12/2021 16",25
"2749","11/12/2021 17",23
"2750","11/12/2021 18",35
"2751","11/12/2021 19",39
"2752","11/12/2021 20",28
"2753","11/12/2021 21",24
"2754","11/12/2021 22",19
"2755","11/12/2021 23",16
"2756","11/12/2021 24",15
"2757","12/01/2021 01",36
"2758","12/01/2021 02",35
"2759","12/01/2021 03",34
"2760","12/01/2021 04",33
"2761","12/01/2021 05",36
"2762","12/01/2021 06",38
"2763","12/01/2021 07",35
"2764","12/01/2021 08",32
"2765","12/01/2021 09",32
"2766","12/01/2021 10",28
"2767","12/01/2021 11",15
"2768","12/01/2021 12",12
"2769","12/01/2021 13",14
"2770","12/01/2021 14",13
"2771","12/01/2021 15",15
"2772","12/01/2021 16",10
"2773","12/01/2021 17",7
"2774","12/01/2021 18",11
"2775","12/01/2021 19",20
"2776","12/01/2021 20",33
"2777","12/01/2021 21",33
"2778","12/01/2021 22",35
"2779","12/01/2021 23",37
"2780","12/01/2021 24",41
"2781","12/02/2021 01",33
"2782","12/02/2021 02",27
"2783","12/02/2021 03",22
"2784","12/02/2021 04",23
"2785","12/02/2021 05",29
"2786","12/02/2021 06",31
"2787","12/02/2021 07",31
"2788","12/02/2021 08",32
"2789","12/02/2021 09",36
"2790","12/02/2021 10",34
"2791","12/02/2021 11",31
"2792","12/02/2021 12",17
"2793","12/02/2021 13",8
"2794","12/02/2021 14",6
"2795","12/02/2021 15",6
"2796","12/02/2021 16",7
"2797","12/02/2021 17",7
"2798","12/02/2021 18",7
"2799","12/02/2021 19",9
"2800","12/02/2021 20",12
"2801","12/02/2021 21",10
"2802","12/02/2021 22",15
"2803","12/02/2021 23",16
"2804","12/03/2021 01",25
"2805","12/03/2021 02",31
"2806","12/03/2021 03",32
"2807","12/03/2021 04",26
"2808","12/03/2021 05",31
"2809","12/03/2021 06",39
"2810","12/03/2021 07",40
"2811","12/03/2021 08",41
"2812","12/03/2021 09",51.5047978621496
"2813","12/03/2021 10",51.5047978621496
"2814","12/03/2021 11",51.5047978621496
"2815","12/03/2021 12",42
"2816","12/03/2021 13",30
"2817","12/03/2021 14",23
"2818","12/03/2021 15",18
"2819","12/03/2021 16",17
"2820","12/03/2021 17",23
"2821","12/03/2021 18",26
"2822","12/03/2021 19",47
"2823","12/03/2021 20",31
"2824","12/03/2021 21",32
"2825","12/03/2021 22",35
"2826","12/03/2021 23",26
"2827","12/03/2021 24",22
"2828","12/04/2021 01",20
"2829","12/04/2021 02",26
"2830","12/04/2021 03",26
"2831","12/04/2021 04",42
"2832","12/04/2021 05",51.5047978621496
"2833","12/04/2021 06",51.5047978621496
"2834","12/04/2021 07",51.5047978621496
"2835","12/04/2021 08",51.5047978621496
"2836","12/04/2021 09",45
"2837","12/04/2021 10",41
"2838","12/04/2021 11",41
"2839","12/04/2021 12",26
"2840","12/04/2021 13",21
"2841","12/04/2021 14",13
"2842","12/04/2021 15",11
"2843","12/04/2021 16",13
"2844","12/04/2021 17",18
"2845","12/04/2021 18",12
"2846","12/04/2021 19",19
"2847","12/04/2021 20",21
"2848","12/04/2021 21",14
"2849","12/04/2021 22",25
"2850","12/04/2021 23",18
"2851","12/04/2021 24",17
"2852","12/05/2021 01",16
"2853","12/05/2021 02",29
"2854","12/05/2021 03",42
"2855","12/05/2021 04",37
"2856","12/05/2021 05",32
"2857","12/05/2021 06",35
"2858","12/05/2021 07",33
"2859","12/05/2021 08",41
"2860","12/05/2021 09",48
"2861","12/05/2021 10",40
"2862","12/05/2021 11",30
"2863","12/05/2021 12",26
"2864","12/05/2021 13",25
"2865","12/05/2021 14",22
"2866","12/05/2021 15",23
"2867","12/05/2021 16",15
"2868","12/05/2021 17",19
"2869","12/05/2021 18",19
"2870","12/05/2021 19",16
"2871","12/05/2021 20",18
"2872","12/05/2021 21",24
"2873","12/05/2021 22",20
"2874","12/05/2021 23",14
"2875","12/05/2021 24",11
"2876","12/06/2021 01",29
"2877","12/06/2021 02",18
"2878","12/06/2021 03",13
"2879","12/06/2021 04",12
"2880","12/06/2021 05",15
"2881","12/06/2021 06",24
"2882","12/06/2021 07",29
"2883","12/06/2021 08",25
"2884","12/06/2021 09",22
"2885","12/06/2021 10",24
"2886","12/06/2021 11",21
"2887","12/06/2021 12",19
"2888","12/06/2021 13",18
"2889","12/06/2021 14",14
"2890","12/06/2021 15",22
"2891","12/06/2021 16",22
"2892","12/06/2021 17",23
"2893","12/06/2021 18",26
"2894","12/06/2021 19",31
"2895","12/06/2021 20",27
"2896","12/06/2021 21",17
"2897","12/06/2021 22",23
"2898","12/06/2021 23",17
"2899","12/08/2021 04",27
"2900","12/08/2021 05",25
"2901","12/08/2021 06",22
"2902","12/08/2021 07",23
"2903","12/08/2021 08",22
"2904","12/08/2021 09",25
"2905","12/08/2021 10",24
"2906","12/08/2021 11",28
"2907","12/08/2021 12",28
"2908","12/08/2021 13",25
"2909","12/08/2021 14",23
"2910","12/08/2021 15",20
"2911","12/08/2021 16",19
"2912","12/08/2021 17",28
"2913","12/08/2021 18",24
"2914","12/08/2021 19",33
"2915","12/08/2021 20",23
"2916","12/08/2021 21",27
"2917","12/08/2021 22",25
"2918","12/08/2021 23",31
"2919","12/08/2021 24",32
"2920","12/09/2021 01",13
"2921","12/09/2021 02",14
"2922","12/09/2021 03",15
"2923","12/09/2021 04",12
"2924","12/09/2021 05",7
"2925","12/09/2021 06",9
"2926","12/09/2021 07",19
"2927","12/09/2021 08",22
"2928","12/09/2021 09",19
"2929","12/09/2021 10",13
"2930","12/09/2021 11",11
"2931","12/09/2021 12",12
"2932","12/09/2021 13",12
"2933","12/09/2021 14",10
"2934","12/09/2021 15",10
"2935","12/09/2021 16",12
"2936","12/09/2021 17",12
"2937","12/09/2021 18",13
"2938","12/09/2021 19",14
"2939","12/09/2021 20",12
"2940","12/09/2021 21",16
"2941","12/09/2021 22",18
"2942","12/09/2021 23",19
"2943","12/09/2021 24",20
"2944","12/10/2021 01",31
"2945","12/10/2021 02",24
"2946","12/10/2021 03",27
"2947","12/10/2021 04",29
"2948","12/10/2021 05",33
"2949","12/10/2021 06",31
"2950","12/10/2021 07",30
"2951","12/10/2021 08",33
"2952","12/10/2021 09",38
"2953","12/10/2021 10",36
"2954","12/10/2021 11",37
"2955","12/10/2021 12",35
"2956","12/10/2021 13",33
"2957","12/10/2021 14",24
"2958","12/10/2021 15",13
"2959","12/10/2021 16",10
"2960","12/10/2021 17",9
"2961","12/10/2021 18",21
"2962","12/10/2021 19",33
"2963","12/10/2021 20",37
"2964","12/10/2021 21",37
"2965","12/10/2021 22",33
"2966","12/10/2021 23",29
"2967","12/10/2021 24",29
"2968","12/11/2021 01",24
"2969","12/11/2021 02",23
"2970","12/11/2021 03",24
"2971","12/11/2021 04",17
"2972","12/11/2021 05",17
"2973","12/11/2021 06",23
"2974","12/11/2021 07",33
"2975","12/11/2021 08",37
"2976","12/11/2021 09",22
"2977","12/11/2021 10",19
"2978","12/11/2021 11",17
"2979","12/11/2021 12",18
"2980","12/11/2021 13",25
"2981","12/11/2021 14",28
"2982","12/11/2021 15",23
"2983","12/11/2021 16",23
"2984","12/11/2021 17",23
"2985","12/11/2021 18",31
"2986","12/11/2021 19",31
"2987","12/11/2021 20",29
"2988","12/11/2021 21",33
"2989","12/11/2021 22",23
"2990","12/11/2021 23",20
"2991","12/11/2021 24",24
"2992","12/12/2021 01",14
"2993","12/12/2021 02",13
"2994","12/12/2021 03",19
"2995","12/12/2021 04",22
"2996","12/12/2021 05",17
"2997","12/12/2021 06",27
"2998","12/12/2021 07",35
"2999","12/12/2021 08",32
"3000","12/12/2021 09",23
"3001","12/12/2021 10",12
"3002","12/12/2021 11",15
"3003","12/12/2021 12",21
"3004","12/12/2021 13",18
"3005","12/12/2021 14",15
"3006","12/12/2021 15",14
"3007","12/12/2021 16",13
"3008","12/12/2021 17",15
"3009","12/12/2021 18",28
"3010","12/12/2021 19",51.5047978621496
"3011","12/12/2021 20",51.5047978621496
"3012","12/12/2021 21",35
"3013","12/12/2021 22",18
"3014","12/12/2021 23",14
"3015","12/12/2021 24",20
"3016","13/01/2021 01",39
"3017","13/01/2021 02",40
"3018","13/01/2021 03",38
"3019","13/01/2021 04",35
"3020","13/01/2021 05",33
"3021","13/01/2021 06",41
"3022","13/01/2021 07",34
"3023","13/01/2021 08",30
"3024","13/01/2021 09",29
"3025","13/01/2021 10",39
"3026","13/01/2021 11",47
"3027","13/01/2021 12",51.5047978621496
"3028","13/01/2021 13",46
"3029","13/01/2021 14",38
"3030","13/01/2021 15",39
"3031","13/01/2021 16",32
"3032","13/01/2021 17",39
"3033","13/01/2021 18",45
"3034","13/01/2021 19",51
"3035","13/01/2021 20",44
"3036","13/02/2021 04",13
"3037","13/02/2021 05",26
"3038","13/02/2021 06",26
"3039","13/02/2021 07",31
"3040","13/02/2021 08",28
"3041","13/02/2021 09",28
"3042","13/02/2021 10",30
"3043","13/02/2021 11",16
"3044","13/02/2021 12",13
"3045","13/02/2021 13",9
"3046","13/02/2021 14",6
"3047","13/02/2021 15",6
"3048","13/02/2021 16",7
"3049","13/02/2021 17",8
"3050","13/02/2021 18",10
"3051","13/02/2021 19",16
"3052","13/02/2021 20",23
"3053","13/02/2021 21",26
"3054","13/02/2021 22",23
"3055","13/02/2021 23",27
"3056","13/02/2021 24",28
"3057","13/03/2021 01",30
"3058","13/03/2021 02",39
"3059","13/03/2021 03",38
"3060","13/03/2021 04",34
"3061","13/03/2021 05",37
"3062","13/03/2021 06",39
"3063","13/03/2021 07",40
"3064","13/03/2021 08",41
"3065","13/03/2021 09",46
"3066","13/03/2021 10",51.5047978621496
"3067","13/03/2021 11",45
"3068","13/03/2021 12",41
"3069","13/03/2021 13",28
"3070","13/03/2021 14",21
"3071","13/03/2021 15",18
"3072","13/03/2021 16",17
"3073","13/03/2021 17",18
"3074","13/03/2021 18",18
"3075","13/03/2021 19",30
"3076","13/03/2021 20",33
"3077","13/03/2021 21",13
"3078","13/03/2021 22",11
"3079","13/03/2021 23",14
"3080","13/03/2021 24",21
"3081","13/04/2021 01",26
"3082","13/04/2021 02",33
"3083","13/04/2021 03",44
"3084","13/04/2021 04",41
"3085","13/04/2021 05",42
"3086","13/04/2021 06",51.5047978621496
"3087","13/04/2021 07",51.5047978621496
"3088","13/04/2021 08",51.5047978621496
"3089","13/04/2021 09",41
"3090","13/04/2021 10",45
"3091","13/04/2021 11",32
"3092","13/04/2021 12",26
"3093","13/04/2021 13",21
"3094","13/04/2021 14",17
"3095","13/04/2021 15",16
"3096","13/04/2021 16",23
"3097","13/04/2021 17",19
"3098","13/04/2021 18",20
"3099","13/04/2021 19",29
"3100","13/04/2021 20",17
"3101","13/04/2021 21",17
"3102","13/04/2021 22",24
"3103","13/04/2021 23",24
"3104","13/05/2021 01",11
"3105","13/05/2021 02",12
"3106","13/05/2021 03",18
"3107","13/05/2021 04",27
"3108","13/05/2021 05",31
"3109","13/05/2021 06",34
"3110","13/05/2021 07",32
"3111","13/05/2021 08",24
"3112","13/05/2021 09",28
"3113","13/05/2021 10",27
"3114","13/05/2021 11",26
"3115","13/05/2021 12",19
"3116","13/05/2021 13",16
"3117","13/05/2021 14",15
"3118","13/05/2021 15",20
"3119","13/05/2021 16",19
"3120","13/05/2021 17",17
"3121","13/05/2021 18",17
"3122","13/05/2021 19",15
"3123","13/05/2021 20",19
"3124","13/05/2021 21",22
"3125","13/05/2021 22",20
"3126","13/05/2021 23",19
"3127","13/06/2021 04",20
"3128","13/06/2021 05",16
"3129","13/06/2021 06",19
"3130","13/06/2021 07",23
"3131","13/06/2021 08",22
"3132","13/06/2021 09",21
"3133","13/06/2021 10",23
"3134","13/06/2021 11",20
"3135","13/06/2021 12",22
"3136","13/06/2021 13",19
"3137","13/06/2021 14",19
"3138","13/06/2021 15",20
"3139","13/06/2021 16",13
"3140","13/06/2021 17",13
"3141","13/06/2021 18",21
"3142","13/06/2021 19",25
"3143","13/06/2021 20",19
"3144","13/06/2021 21",24
"3145","13/06/2021 22",32
"3146","13/06/2021 23",22
"3147","13/06/2021 24",22
"3148","13/08/2021 01",28
"3149","13/08/2021 02",28
"3150","13/08/2021 03",33
"3151","13/08/2021 04",29
"3152","13/08/2021 05",35
"3153","13/08/2021 06",24
"3154","13/08/2021 07",25
"3155","13/08/2021 08",27
"3156","13/08/2021 09",30
"3157","13/08/2021 10",21
"3158","13/08/2021 11",27
"3159","13/08/2021 12",37
"3160","13/08/2021 13",39
"3161","13/08/2021 14",27
"3162","13/08/2021 15",22
"3163","13/08/2021 16",21
"3164","13/08/2021 17",17
"3165","13/08/2021 18",16
"3166","13/08/2021 19",22
"3167","13/08/2021 20",25
"3168","13/08/2021 21",23
"3169","13/08/2021 22",20
"3170","13/08/2021 23",33
"3171","13/08/2021 24",34
"3172","13/09/2021 01",18
"3173","13/09/2021 02",16
"3174","13/09/2021 03",16
"3175","13/09/2021 04",17
"3176","13/09/2021 05",19
"3177","13/09/2021 06",23
"3178","13/09/2021 07",26
"3179","13/09/2021 08",28
"3180","13/09/2021 09",24
"3181","13/09/2021 10",19
"3182","13/09/2021 11",19
"3183","13/09/2021 12",10
"3184","13/09/2021 13",7
"3185","13/09/2021 14",8
"3186","13/09/2021 15",9
"3187","13/09/2021 16",12
"3188","13/09/2021 17",9
"3189","13/09/2021 18",11
"3190","13/09/2021 19",14
"3191","13/09/2021 20",11
"3192","13/09/2021 21",12
"3193","13/09/2021 22",14
"3194","13/09/2021 23",15
"3195","13/09/2021 24",15
"3196","13/10/2021 01",27
"3197","13/10/2021 02",26
"3198","13/10/2021 03",26
"3199","13/10/2021 04",27
"3200","13/10/2021 05",30
"3201","13/10/2021 06",31
"3202","13/10/2021 07",27
"3203","13/10/2021 08",31
"3204","13/10/2021 09",47
"3205","13/10/2021 10",51.5047978621496
"3206","13/10/2021 11",49
"3207","13/10/2021 12",29
"3208","13/10/2021 13",23
"3209","13/10/2021 14",17
"3210","13/10/2021 15",11
"3211","13/10/2021 16",11
"3212","13/10/2021 17",13
"3213","13/10/2021 18",18
"3214","13/10/2021 19",23
"3215","13/10/2021 20",20
"3216","13/10/2021 21",15
"3217","13/10/2021 22",20
"3218","13/10/2021 23",30
"3219","13/10/2021 24",32
"3220","13/11/2021 01",25
"3221","13/11/2021 02",24
"3222","13/11/2021 03",17
"3223","13/11/2021 04",14
"3224","13/11/2021 05",13
"3225","13/11/2021 06",16
"3226","13/11/2021 07",20
"3227","13/11/2021 08",25
"3228","13/11/2021 09",24
"3229","13/11/2021 10",20
"3230","13/11/2021 11",16
"3231","13/11/2021 12",16
"3232","13/11/2021 13",15
"3233","13/11/2021 14",11
"3234","13/11/2021 15",10
"3235","13/11/2021 16",12
"3236","13/11/2021 17",12
"3237","13/11/2021 18",16
"3238","13/11/2021 19",22
"3239","13/11/2021 20",19
"3240","13/11/2021 21",21
"3241","13/11/2021 22",22
"3242","13/11/2021 23",15
"3243","13/11/2021 24",13
"3244","13/12/2021 01",20
"3245","13/12/2021 02",24
"3246","13/12/2021 03",29
"3247","13/12/2021 04",28
"3248","13/12/2021 05",29
"3249","13/12/2021 06",30
"3250","13/12/2021 07",33
"3251","13/12/2021 08",35
"3252","13/12/2021 09",41
"3253","13/12/2021 10",39
"3254","13/12/2021 11",51.5047978621496
"3255","13/12/2021 12",25
"3256","13/12/2021 13",38
"3257","13/12/2021 14",35
"3258","13/12/2021 15",31
"3259","13/12/2021 16",28
"3260","13/12/2021 17",20
"3261","13/12/2021 18",34
"3262","13/12/2021 19",31
"3263","13/12/2021 20",37
"3264","13/12/2021 21",27
"3265","13/12/2021 22",22
"3266","13/12/2021 23",21
"3267","13/12/2021 24",23
"3268","14/01/2021 05",28
"3269","14/01/2021 06",30
"3270","14/01/2021 07",33
"3271","14/01/2021 08",35
"3272","14/01/2021 09",40
"3273","14/01/2021 10",51.5047978621496
"3274","14/01/2021 11",51
"3275","14/01/2021 12",36
"3276","14/01/2021 13",11
"3277","14/01/2021 14",7
"3278","14/01/2021 15",8
"3279","14/01/2021 16",8
"3280","14/01/2021 17",10
"3281","14/01/2021 18",13
"3282","14/01/2021 19",15
"3283","14/01/2021 20",19
"3284","14/01/2021 21",37
"3285","14/01/2021 22",39
"3286","14/01/2021 23",38
"3287","14/01/2021 24",39
"3288","14/02/2021 01",20
"3289","14/02/2021 02",26
"3290","14/02/2021 03",20
"3291","14/02/2021 04",21
"3292","14/02/2021 05",23
"3293","14/02/2021 06",24
"3294","14/02/2021 07",30
"3295","14/02/2021 08",26
"3296","14/02/2021 09",27
"3297","14/02/2021 10",20
"3298","14/02/2021 11",19
"3299","14/02/2021 12",20
"3300","14/02/2021 13",10
"3301","14/02/2021 14",5
"3302","14/02/2021 15",6
"3303","14/02/2021 16",6
"3304","14/02/2021 17",6
"3305","14/02/2021 18",10
"3306","14/02/2021 19",13
"3307","14/02/2021 20",25
"3308","14/02/2021 21",20
"3309","14/02/2021 22",33
"3310","14/02/2021 23",33
"3311","14/02/2021 24",23
